match_id,team,attack_mean,defense_mean,magic_mean,difficulty_mean,primary_role_Assassin_sum,primary_role_Fighter_sum,primary_role_Mage_sum,primary_role_Marksman_sum,primary_role_Support_sum,primary_role_Tank_sum,game_duration,win
NA1_5221196588,2,6.8,4.4,4.8,6.2,0,1,2,2,0,0,575.0,True
NA1_5221196798,1,7.8,3.4,3.2,5.2,0,2,1,1,1,0,945.0,False
NA1_5221196798,2,4.6,5.2,6.2,5.2,0,0,1,2,1,1,945.0,True
NA1_5221197078,1,5.8,3.6,6.0,6.2,0,1,2,2,0,0,806.0,False
NA1_5221197078,2,5.4,5.2,5.2,5.4,1,1,1,1,0,1,806.0,True
NA1_5221197206,1,8.8,3.8,3.2,3.4,0,3,0,2,0,0,702.0,False
NA1_5221197206,2,4.6,4.8,5.2,6.2,0,1,2,1,0,1,702.0,True
NA1_5221197817,1,4.2,4.6,7.4,4.8,0,0,2,1,0,2,899.0,True
NA1_5221197817,2,5.0,4.6,5.6,5.2,0,2,1,0,2,0,899.0,False
NA1_5221198202,1,5.6,5.0,5.0,6.2,0,0,0,1,2,2,1188.0,True
NA1_5221198202,2,6.8,3.8,5.0,6.4,1,2,1,1,0,0,1188.0,False
NA1_5221198206,1,6.0,3.4,6.0,5.4,0,0,1,3,1,0,1470.0,True
NA1_5221198206,2,5.6,5.0,6.2,5.8,0,1,2,1,0,1,1470.0,False
NA1_5221198608,1,6.0,3.8,2.8,3.8,0,1,0,2,2,0,1113.0,True
NA1_5221198608,2,3.6,3.6,8.2,6.6,1,0,2,1,0,1,1113.0,False
NA1_5221198616,1,6.4,4.2,4.8,6.0,0,1,2,1,1,0,1494.0,True
NA1_5221198616,2,5.8,5.6,4.8,4.4,0,1,0,1,0,3,1494.0,False
NA1_5221198763,1,6.4,4.8,4.6,4.2,1,2,0,0,1,1,1590.0,True
NA1_5221198763,2,5.0,4.8,6.2,5.4,1,0,1,1,2,0,1590.0,False
NA1_5221198925,1,4.8,3.6,7.4,5.8,1,0,3,1,0,0,1461.0,True
NA1_5221198925,2,7.2,4.8,4.0,5.6,1,0,0,2,2,0,1461.0,False
NA1_5221198948,1,5.2,5.0,5.0,5.0,1,1,2,0,0,1,1485.0,True
NA1_5221198948,2,5.6,4.4,5.2,5.4,0,0,1,2,0,2,1485.0,False
NA1_5221199268,1,4.2,4.4,4.2,5.0,1,1,1,1,0,1,1088.0,True
NA1_5221199268,2,5.8,3.0,4.4,5.2,1,0,2,1,1,0,1088.0,False
NA1_5221199374,1,5.4,5.6,3.4,4.8,0,0,0,2,0,3,1074.0,True
NA1_5221199374,2,4.4,4.2,6.8,5.6,1,1,3,0,0,0,1074.0,False
NA1_5221199512,1,4.2,4.4,5.8,4.6,1,1,3,0,0,0,1281.0,False
NA1_5221199512,2,7.2,5.0,4.2,4.4,0,0,0,3,0,2,1281.0,True
NA1_5221199583,1,4.0,4.4,6.2,5.4,0,0,2,1,1,1,1003.0,True
NA1_5221199583,2,3.8,5.6,7.4,7.0,0,1,2,0,0,2,1003.0,False
NA1_5221200679,1,3.4,4.0,4.8,3.4,0,1,2,0,1,1,1651.0,True
NA1_5221200679,2,5.2,4.8,5.8,5.6,1,2,1,0,1,0,1651.0,False
NA1_5221200748,1,6.2,4.8,4.6,4.8,0,3,1,1,0,0,1042.0,False
NA1_5221200748,2,4.6,2.0,8.0,6.2,0,1,1,2,1,0,1042.0,True
NA1_5221200831,1,6.4,5.6,4.4,4.8,0,1,1,2,0,1,1312.0,True
NA1_5221200831,2,5.0,3.4,6.0,6.2,0,1,2,1,0,1,1312.0,False
NA1_5221201166,1,3.6,4.6,6.2,5.8,0,2,1,1,0,1,1278.0,True
NA1_5221201166,2,4.8,4.6,6.6,6.2,1,1,2,0,0,1,1278.0,False
NA1_5221201471,1,4.0,3.0,4.6,5.2,0,1,2,1,1,0,1025.0,False
NA1_5221201471,2,6.0,2.4,4.4,8.0,3,0,1,1,0,0,1025.0,True
NA1_5221201625,1,4.8,2.8,5.2,6.8,1,0,1,2,1,0,1104.0,False
NA1_5221201625,2,6.8,4.6,4.4,3.8,0,3,0,1,1,0,1104.0,True
NA1_5221201714,1,6.4,3.2,2.8,5.2,0,1,0,3,0,1,796.0,False
NA1_5221201714,2,6.2,4.0,3.0,4.8,1,1,0,2,1,0,796.0,True
NA1_5221201930,1,4.2,3.2,6.8,6.2,1,1,1,2,0,0,1844.0,True
NA1_5221201930,2,6.6,4.6,4.4,5.6,1,1,1,1,0,1,1844.0,False
NA1_5221202282,1,4.6,4.6,5.8,4.6,1,0,1,1,2,0,905.0,False
NA1_5221202282,2,4.6,4.2,6.8,5.8,0,1,1,0,3,0,905.0,True
NA1_5221202821,1,6.4,4.6,4.0,5.8,0,1,1,1,1,1,511.0,True
NA1_5221202821,2,6.0,3.2,5.2,6.8,0,0,2,3,0,0,511.0,False
NA1_5221203020,1,3.6,4.2,6.6,5.2,0,1,2,1,1,0,1185.0,True
NA1_5221203020,2,6.6,4.4,5.4,5.2,0,0,0,2,1,2,1185.0,False
NA1_5221203157,1,3.6,5.8,7.0,5.2,0,0,3,1,0,1,1160.0,True
NA1_5221203157,2,5.6,6.0,3.8,4.6,1,2,0,0,1,1,1160.0,False
NA1_5221203477,1,4.8,3.6,7.6,6.6,0,0,3,1,1,0,1415.0,False
NA1_5221203477,2,5.6,4.4,4.6,6.2,0,1,0,1,2,1,1415.0,True
NA1_5221203487,1,7.0,3.4,3.6,6.0,0,1,1,3,0,0,794.0,True
NA1_5221203487,2,6.0,4.6,5.4,5.8,1,2,0,1,0,1,794.0,False
NA1_5221204343,1,4.4,4.4,5.0,6.2,2,0,0,2,0,1,1063.0,True
NA1_5221204343,2,5.0,4.6,6.4,7.0,1,0,2,2,0,0,1063.0,False
NA1_5221204564,1,5.6,4.4,6.0,6.6,0,1,0,1,2,1,1134.0,False
NA1_5221204564,2,6.2,4.6,4.8,5.0,0,0,1,3,1,0,1134.0,True
NA1_5221204579,1,6.8,3.4,5.2,5.8,0,1,1,3,0,0,1498.0,False
NA1_5221204579,2,5.2,4.0,6.0,4.8,0,1,1,0,2,1,1498.0,True
NA1_5221204591,1,6.0,4.6,5.8,5.8,0,2,2,0,1,0,1379.0,False
NA1_5221204591,2,6.2,5.4,4.6,4.6,1,1,0,1,1,1,1379.0,True
NA1_5221204702,1,6.0,4.2,4.8,5.8,1,2,1,1,0,0,1301.0,True
NA1_5221204702,2,5.8,5.2,5.6,4.4,2,1,1,0,0,1,1301.0,False
NA1_5221204903,1,6.4,4.8,4.4,4.4,0,1,1,2,0,1,940.0,True
NA1_5221204903,2,4.4,5.2,6.2,5.8,0,1,0,1,2,1,940.0,False
NA1_5221205370,1,6.4,4.6,5.2,5.4,0,1,1,2,0,1,1133.0,False
NA1_5221205370,2,5.6,3.8,5.6,7.0,0,1,2,1,1,0,1133.0,True
NA1_5221205578,1,5.0,5.0,5.0,4.8,0,1,2,0,1,1,1090.0,True
NA1_5221205578,2,6.6,5.4,4.4,4.8,0,1,0,2,0,2,1090.0,False
NA1_5221205636,1,4.8,4.6,5.6,4.4,0,3,1,0,0,1,893.0,True
NA1_5221205636,2,3.2,5.4,4.8,3.8,0,0,1,0,1,3,893.0,False
NA1_5221205797,1,4.6,4.8,7.0,6.8,1,1,1,0,1,1,1026.0,False
NA1_5221205797,2,3.0,4.2,7.4,5.6,0,0,2,0,2,1,1026.0,True
NA1_5221205906,1,4.4,4.4,6.4,7.4,2,0,1,0,1,1,1033.0,False
NA1_5221205906,2,6.2,4.2,4.8,6.4,0,1,1,3,0,0,1033.0,True
NA1_5221206578,1,6.6,4.2,4.4,5.4,0,1,1,3,0,0,972.0,True
NA1_5221206578,2,5.2,4.6,6.0,6.0,0,1,1,1,1,1,972.0,False
NA1_5221208225,1,5.2,5.0,5.2,4.0,0,1,2,1,0,1,1748.0,True
NA1_5221208225,2,6.2,4.8,5.4,6.8,0,3,0,1,1,0,1748.0,False
NA1_5221208239,1,5.0,4.8,6.4,6.0,1,2,2,0,0,0,1061.0,False
NA1_5221208239,2,6.0,5.0,5.4,4.8,0,1,0,1,1,2,1061.0,True
NA1_5221208855,1,4.6,4.6,3.8,4.4,0,2,1,1,0,1,2085.0,True
NA1_5221208855,2,6.4,2.6,6.0,5.4,0,0,1,3,1,0,2085.0,False
NA1_5221209151,1,4.8,6.2,5.0,5.6,1,1,0,0,1,2,1236.0,True
NA1_5221209151,2,4.8,4.8,7.0,5.4,0,2,3,0,0,0,1236.0,False
NA1_5221209596,1,6.2,5.8,5.0,4.2,0,2,1,1,0,1,1450.0,False
NA1_5221209596,2,3.6,4.6,7.0,6.0,1,1,2,0,0,1,1450.0,True
NA1_5221209709,1,6.6,2.6,5.4,5.8,1,0,0,2,2,0,784.0,True
NA1_5221209709,2,7.2,3.6,4.8,6.2,0,2,1,2,0,0,784.0,False
NA1_5221209742,1,4.6,5.4,5.6,6.0,0,1,1,1,1,1,954.0,True
NA1_5221209742,2,4.4,2.8,8.4,6.4,0,0,4,1,0,0,954.0,False
NA1_5221210425,1,5.8,4.8,5.4,4.2,0,1,0,2,1,1,1006.0,True
NA1_5221210425,2,5.6,6.2,4.4,5.6,0,1,0,2,1,1,1006.0,False
NA1_5221210430,1,5.6,3.4,2.8,4.0,1,2,1,1,0,0,920.0,True
NA1_5221210430,2,5.6,4.4,5.4,5.2,0,1,1,1,1,1,920.0,False
NA1_5221210488,1,4.6,4.6,7.0,5.8,1,2,1,0,0,1,1317.0,False
NA1_5221210488,2,3.8,4.8,4.4,2.8,0,1,1,2,0,1,1317.0,True
NA1_5221210851,1,4.6,3.0,5.2,5.0,0,1,1,2,1,0,1181.0,True
NA1_5221210851,2,3.6,2.2,4.6,4.8,0,1,3,1,0,0,1181.0,False
NA1_5221211055,1,2.4,4.6,8.0,5.4,1,0,2,0,1,1,1243.0,True
NA1_5221211055,2,5.6,5.2,4.8,4.2,0,2,0,0,2,1,1243.0,False
NA1_5221211277,1,6.8,3.8,4.4,5.8,1,1,1,1,0,1,519.0,False
NA1_5221211277,2,4.6,4.0,7.4,5.4,1,0,1,2,0,1,519.0,True
NA1_5221211457,1,4.2,5.6,6.4,5.4,1,0,0,1,0,3,1155.0,True
NA1_5221211457,2,6.4,3.0,5.4,7.0,0,1,1,3,0,0,1155.0,False
NA1_5221211791,1,4.4,4.6,7.2,6.0,0,0,3,1,0,1,811.0,True
NA1_5221211791,2,5.6,4.0,5.2,5.2,0,1,1,2,0,1,811.0,False
NA1_5221211824,1,7.2,5.8,3.6,6.4,1,1,0,2,1,0,1096.0,True
NA1_5221211824,2,5.0,4.0,6.4,5.4,1,0,1,2,0,1,1096.0,False
NA1_5221212333,1,8.2,4.4,3.4,6.4,1,2,0,1,0,1,1325.0,False
NA1_5221212333,2,6.2,3.6,5.2,6.0,0,1,1,2,1,0,1325.0,True
NA1_5221213100,1,7.2,4.2,3.2,4.4,0,3,1,1,0,0,908.0,False
NA1_5221213100,2,5.8,3.6,5.4,5.0,0,2,2,1,0,0,908.0,True
NA1_5221213122,1,5.2,3.2,6.4,6.4,0,0,1,1,2,1,2008.0,False
NA1_5221213122,2,2.8,3.6,6.4,5.6,1,0,2,0,2,0,2008.0,True
NA1_5221213506,1,6.6,5.2,3.0,6.4,0,2,1,1,0,1,1243.0,True
NA1_5221213506,2,5.6,3.8,5.6,5.2,1,1,0,1,2,0,1243.0,False
NA1_5221214185,1,5.6,3.4,5.2,5.2,0,0,1,3,0,1,832.0,True
NA1_5221214185,2,7.0,4.8,4.2,5.0,0,2,2,1,0,0,832.0,False
NA1_5221214210,1,7.4,4.2,2.0,6.0,0,0,0,4,0,1,1102.0,True
NA1_5221214210,2,6.6,4.2,5.4,6.2,0,1,1,1,1,1,1102.0,False
NA1_5221214425,1,6.6,4.0,4.4,4.6,1,2,0,2,0,0,1221.0,False
NA1_5221214425,2,4.2,4.6,7.2,5.4,1,0,1,1,0,2,1221.0,True
NA1_5221214631,1,5.8,4.8,5.2,5.8,1,1,1,1,0,1,1113.0,True
NA1_5221214631,2,5.4,3.6,7.0,5.6,0,1,2,1,0,1,1113.0,False
NA1_5221214990,1,6.2,5.4,4.0,4.6,1,0,0,2,0,2,1393.0,True
NA1_5221214990,2,5.2,3.2,5.2,4.4,0,0,2,3,0,0,1393.0,False
NA1_5221215088,1,4.6,3.0,7.0,6.2,1,0,3,1,0,0,1344.0,True
NA1_5221215088,2,5.4,5.2,6.8,4.2,1,3,1,0,0,0,1344.0,False
NA1_5221215333,1,5.2,3.8,5.0,4.8,0,0,1,3,0,1,1235.0,False
NA1_5221215333,2,4.2,4.8,4.8,4.0,0,2,0,0,0,3,1235.0,True
NA1_5221215621,1,5.6,4.0,6.6,5.6,1,1,2,1,0,0,1126.0,False
NA1_5221215621,2,5.2,3.8,5.6,5.6,0,2,1,1,1,0,1126.0,True
NA1_5221215701,1,5.2,5.8,5.2,5.4,0,2,1,0,1,1,711.0,True
NA1_5221215701,2,5.8,5.0,3.8,5.6,1,0,0,2,0,2,711.0,False
NA1_5221215726,1,4.2,3.4,6.4,6.8,0,1,1,1,2,0,810.0,True
NA1_5221215726,2,8.0,5.4,2.8,6.4,1,3,0,0,0,1,810.0,False
NA1_5221215808,1,5.4,2.6,6.2,6.4,1,0,3,1,0,0,1594.0,True
NA1_5221215808,2,5.6,4.2,6.0,5.0,0,1,2,1,0,1,1594.0,False
NA1_5221216031,1,4.4,3.6,7.0,7.2,1,1,2,1,0,0,1288.0,False
NA1_5221216031,2,5.0,5.2,4.2,7.0,0,2,1,1,1,0,1288.0,True
NA1_5221216200,1,5.6,5.8,4.8,5.4,0,0,0,2,1,2,991.0,False
NA1_5221216200,2,6.8,4.0,3.8,5.4,0,1,1,2,0,1,991.0,True
NA1_5221216631,1,4.8,3.8,7.4,6.4,1,0,2,1,1,0,1827.0,True
NA1_5221216631,2,4.6,2.4,5.4,3.6,0,1,2,1,1,0,1827.0,False
NA1_5221216994,1,6.0,5.4,5.0,5.4,0,1,1,3,0,0,1530.0,True
NA1_5221216994,2,3.2,4.6,8.2,6.4,1,0,3,1,0,0,1530.0,False
NA1_5221217061,1,7.2,4.8,5.4,6.0,2,0,0,2,0,1,1139.0,False
NA1_5221217061,2,5.0,3.2,6.8,7.2,0,1,2,2,0,0,1139.0,True
NA1_5221217074,1,5.0,3.0,4.0,4.4,1,1,0,1,2,0,1032.0,False
NA1_5221217074,2,5.0,3.6,6.6,5.6,0,2,2,1,0,0,1032.0,True
NA1_5221217277,1,4.6,6.0,4.6,5.2,0,0,1,2,0,2,1277.0,True
NA1_5221217277,2,5.6,4.2,5.6,5.8,1,0,1,2,0,1,1277.0,False
NA1_5221217735,1,6.8,4.2,4.8,5.0,1,1,0,2,0,1,1316.0,True
NA1_5221217735,2,5.2,4.4,5.8,5.4,0,1,2,1,1,0,1316.0,False
NA1_5221217977,1,4.8,4.6,6.4,5.2,0,0,3,1,0,1,1334.0,False
NA1_5221217977,2,4.0,6.2,6.0,5.8,0,0,2,1,0,2,1334.0,True
NA1_5221218034,1,5.8,5.4,5.0,5.2,0,1,1,1,0,2,1015.0,False
NA1_5221218034,2,3.2,4.0,8.2,5.6,0,0,4,1,0,0,1015.0,True
NA1_5221218492,1,4.8,5.4,5.8,5.8,0,2,2,0,0,1,962.0,True
NA1_5221218492,2,6.8,4.6,5.0,5.2,0,1,1,2,0,1,962.0,False
NA1_5221219200,1,3.2,3.8,5.8,4.4,0,0,3,1,0,1,926.0,True
NA1_5221219200,2,5.6,4.4,5.8,3.0,0,1,1,1,1,1,926.0,False
NA1_5221219479,1,3.8,4.8,6.4,5.0,0,0,2,1,1,1,887.0,True
NA1_5221219479,2,6.6,4.4,4.2,3.8,1,0,0,3,0,1,887.0,False
NA1_5221219568,1,5.2,2.8,4.0,5.2,0,1,2,2,0,0,859.0,True
NA1_5221219568,2,3.4,3.2,5.2,4.6,0,0,2,2,0,1,859.0,False
NA1_5221220052,1,6.6,3.2,5.0,6.8,0,1,1,2,1,0,1205.0,True
NA1_5221220052,2,4.6,3.0,7.6,6.0,0,1,3,1,0,0,1205.0,False
NA1_5221220073,1,7.2,3.6,5.0,6.2,1,0,1,3,0,0,799.0,False
NA1_5221220073,2,4.8,5.8,5.6,4.8,0,1,1,1,0,2,799.0,True
NA1_5221220177,1,6.2,4.4,5.8,4.8,0,1,1,2,0,1,1653.0,True
NA1_5221220177,2,3.6,3.8,7.6,6.2,0,2,2,0,0,1,1653.0,False
NA1_5221220266,1,4.0,5.0,6.4,6.2,0,0,1,1,2,1,689.0,False
NA1_5221220266,2,4.0,6.4,6.8,5.6,0,1,3,0,0,1,689.0,True
NA1_5221221144,1,5.2,3.8,3.6,3.4,0,2,2,1,0,0,1436.0,True
NA1_5221221144,2,6.6,3.0,5.8,5.6,1,0,1,3,0,0,1436.0,False
NA1_5221221377,1,5.8,4.2,5.6,6.8,0,0,1,3,0,1,1534.0,True
NA1_5221221377,2,2.8,4.2,6.8,6.4,2,0,1,0,1,1,1534.0,False
NA1_5221221810,1,5.0,5.4,5.6,5.0,0,0,2,2,0,1,1331.0,False
NA1_5221221810,2,4.8,4.4,5.6,6.8,0,1,2,0,1,1,1331.0,True
NA1_5221222130,1,5.2,3.8,5.8,7.2,0,1,1,2,0,1,1228.0,False
NA1_5221222130,2,7.4,5.2,3.0,6.0,0,1,1,2,0,1,1228.0,True
NA1_5221222287,1,5.8,4.6,4.2,6.4,0,1,1,2,0,1,947.0,False
NA1_5221222287,2,5.4,4.8,5.0,4.2,0,1,0,2,2,0,947.0,True
NA1_5221222530,1,3.8,4.0,7.4,5.0,0,0,3,1,0,1,1311.0,True
NA1_5221222530,2,2.6,4.6,8.4,7.6,1,0,3,0,0,1,1311.0,False
NA1_5221222604,1,6.2,5.6,5.2,5.6,0,3,1,0,0,1,834.0,False
NA1_5221222604,2,4.4,3.6,4.0,5.2,1,2,1,1,0,0,834.0,True
NA1_5221222637,1,6.8,5.2,3.8,7.4,1,2,0,1,0,1,1202.0,False
NA1_5221222637,2,4.2,5.0,6.4,6.6,0,0,3,0,1,1,1202.0,True
NA1_5221222679,1,4.4,5.2,6.6,5.2,0,1,2,1,0,1,1477.0,True
NA1_5221222679,2,4.4,5.0,6.6,5.8,1,0,0,1,1,2,1477.0,False
NA1_5221223126,1,6.8,3.6,5.0,5.8,0,2,1,2,0,0,1324.0,False
NA1_5221223126,2,6.2,3.4,5.4,7.2,1,1,1,2,0,0,1324.0,True
NA1_5221223143,1,3.2,3.8,6.8,5.0,0,0,3,1,0,1,569.0,True
NA1_5221223143,2,5.2,4.6,5.2,6.2,0,2,1,0,1,1,569.0,False
NA1_5221223739,1,5.2,5.6,4.8,6.2,0,1,1,1,0,2,1332.0,False
NA1_5221223739,2,4.4,5.2,5.2,5.8,0,1,2,1,0,1,1332.0,True
NA1_5221224012,1,4.0,6.6,5.4,5.4,1,0,1,1,0,2,1346.0,False
NA1_5221224012,2,5.6,4.4,4.0,5.8,0,0,0,3,1,1,1346.0,True
NA1_5221224059,1,5.4,5.4,4.6,5.0,0,1,1,1,0,2,1140.0,True
NA1_5221224059,2,5.2,3.6,6.6,5.4,1,0,1,2,0,1,1140.0,False
NA1_5221224394,1,5.0,4.0,5.2,6.4,1,1,2,1,0,0,1163.0,False
NA1_5221224394,2,4.8,6.6,5.6,4.8,0,0,1,1,0,3,1163.0,True
NA1_5221224576,1,6.2,4.6,5.4,5.8,0,3,1,0,0,1,1291.0,False
NA1_5221224576,2,4.0,4.8,5.2,6.8,1,0,1,1,1,1,1291.0,True
NA1_5221224884,1,5.0,4.0,6.6,4.6,1,1,1,2,0,0,1275.0,True
NA1_5221224884,2,8.0,4.6,3.2,5.0,0,3,0,1,1,0,1275.0,False
NA1_5221224952,1,4.6,3.6,6.2,5.2,0,0,3,2,0,0,1097.0,False
NA1_5221224952,2,6.4,4.6,4.8,4.6,0,0,1,3,0,1,1097.0,True
NA1_5221224974,1,8.2,4.2,3.2,5.6,1,3,0,1,0,0,810.0,False
NA1_5221224974,2,6.4,4.6,3.8,3.8,0,2,0,1,1,1,810.0,True
NA1_5221225020,1,6.0,2.8,5.8,6.6,0,2,2,1,0,0,1168.0,False
NA1_5221225020,2,6.0,4.2,5.2,6.0,1,1,1,1,0,1,1168.0,True
NA1_5221225030,1,4.6,4.0,6.8,5.0,0,1,2,1,1,0,1285.0,False
NA1_5221225030,2,7.0,4.2,4.4,6.4,2,1,2,0,0,0,1285.0,True
NA1_5221225059,1,4.8,5.0,5.8,5.2,0,1,2,1,0,1,1121.0,False
NA1_5221225059,2,4.4,3.0,4.2,3.8,0,0,2,2,0,1,1121.0,True
NA1_5221225115,1,6.8,3.4,5.2,4.6,0,2,0,1,2,0,1376.0,False
NA1_5221225115,2,6.8,5.8,4.2,6.4,1,1,0,1,0,2,1376.0,True
NA1_5221225165,1,3.8,4.8,5.8,5.4,0,0,2,1,1,1,716.0,True
NA1_5221225165,2,5.2,3.6,5.4,6.0,0,1,2,1,0,1,716.0,False
NA1_5221225287,1,6.4,4.4,4.2,5.4,0,1,1,2,1,0,1294.0,True
NA1_5221225287,2,2.6,5.0,7.4,5.8,1,0,2,0,0,2,1294.0,False
NA1_5221225522,1,6.2,4.2,4.8,5.0,0,1,2,2,0,0,1234.0,False
NA1_5221225522,2,5.2,5.4,5.4,4.4,0,1,1,2,0,1,1234.0,True
NA1_5221225651,1,5.4,4.4,5.2,5.6,0,1,3,0,1,0,1336.0,True
NA1_5221225651,2,4.8,4.4,6.4,5.4,0,1,2,1,1,0,1336.0,False
NA1_5221226217,1,6.0,5.8,4.0,3.8,0,1,0,1,1,2,561.0,False
NA1_5221226217,2,6.0,3.6,3.8,5.0,0,2,2,1,0,0,561.0,True
NA1_5221226317,1,3.2,4.8,6.0,6.4,1,0,2,1,0,1,1060.0,False
NA1_5221226317,2,2.6,4.0,8.4,6.4,0,0,4,1,0,0,1060.0,True
NA1_5221226465,1,4.8,3.6,5.4,6.0,2,0,1,1,0,1,1576.0,True
NA1_5221226465,2,8.0,3.8,5.0,5.2,1,2,0,2,0,0,1576.0,False
NA1_5221226696,1,4.4,4.0,4.8,7.0,0,1,1,2,0,1,1367.0,True
NA1_5221226696,2,3.8,2.4,5.2,5.0,1,0,1,2,1,0,1367.0,False
NA1_5221226697,1,4.6,4.0,5.6,4.8,0,1,0,1,3,0,1134.0,True
NA1_5221226697,2,4.2,3.2,6.8,5.2,0,0,2,2,0,1,1134.0,False
NA1_5221226751,1,7.2,3.8,3.6,5.0,0,1,0,3,0,1,1115.0,False
NA1_5221226751,2,6.2,3.4,5.8,5.2,0,1,1,1,2,0,1115.0,True
NA1_5221226756,1,4.6,3.8,6.6,6.8,0,0,2,2,0,1,1216.0,False
NA1_5221226756,2,3.8,4.0,2.4,1.8,1,1,1,1,0,1,1216.0,True
NA1_5221227245,1,6.0,4.4,5.0,7.0,0,2,1,1,1,0,1387.0,True
NA1_5221227245,2,5.6,4.2,5.6,3.8,0,2,2,1,0,0,1387.0,False
NA1_5221227296,1,5.2,4.2,5.0,6.0,1,1,0,1,1,1,1294.0,False
NA1_5221227296,2,6.2,4.6,3.4,6.0,0,1,0,2,1,1,1294.0,True
NA1_5221227783,1,5.2,3.6,5.8,6.2,1,0,1,2,0,1,1386.0,True
NA1_5221227783,2,6.2,5.2,5.4,4.2,0,2,0,2,0,1,1386.0,False
NA1_5221228004,1,5.8,4.6,5.8,6.0,0,1,1,1,0,2,529.0,True
NA1_5221228004,2,7.4,4.0,3.6,6.0,0,1,0,2,2,0,529.0,False
NA1_5221228035,1,3.4,4.6,7.2,6.4,1,1,1,0,0,2,884.0,False
NA1_5221228035,2,4.4,2.6,6.6,6.6,2,0,1,1,1,0,884.0,True
NA1_5221228781,1,5.8,3.4,3.2,4.6,0,1,0,2,1,1,1586.0,True
NA1_5221228781,2,6.2,4.8,3.8,4.6,0,4,1,0,0,0,1586.0,False
NA1_5221229036,1,6.4,4.8,4.4,7.0,1,1,1,1,0,1,1202.0,False
NA1_5221229036,2,6.4,4.4,4.4,5.2,1,2,0,2,0,0,1202.0,True
NA1_5221229202,1,6.8,5.2,4.6,3.6,1,2,0,1,0,1,1203.0,False
NA1_5221229202,2,2.0,3.4,9.4,7.2,0,0,5,0,0,0,1203.0,True
NA1_5221229231,1,6.0,5.0,5.0,5.2,0,1,1,1,0,2,1226.0,False
NA1_5221229231,2,7.6,3.4,4.2,4.8,0,2,1,2,0,0,1226.0,True
NA1_5221229515,1,6.4,3.8,5.4,6.6,1,1,1,1,1,0,996.0,True
NA1_5221229515,2,4.6,3.6,6.6,5.6,0,1,3,1,0,0,996.0,False
NA1_5221229665,1,3.6,4.2,7.0,7.0,1,1,2,0,1,0,1209.0,False
NA1_5221229665,2,5.6,4.0,4.8,4.8,0,1,1,2,1,0,1209.0,True
NA1_5221229984,1,6.8,4.0,3.8,4.6,1,2,0,2,0,0,1565.0,True
NA1_5221229984,2,4.8,4.4,5.6,4.4,0,0,1,2,1,1,1565.0,False
NA1_5221230120,1,5.8,6.2,5.4,4.4,0,1,1,1,0,2,746.0,True
NA1_5221230120,2,7.4,3.0,4.4,5.8,1,1,1,1,1,0,746.0,False
NA1_5221230203,1,7.4,3.6,3.6,4.8,2,1,1,1,0,0,1050.0,False
NA1_5221230203,2,7.2,4.4,3.8,5.0,0,2,1,2,0,0,1050.0,True
NA1_5221230331,1,4.6,4.4,6.4,4.8,0,1,1,1,1,1,1094.0,True
NA1_5221230331,2,5.0,4.8,7.0,7.0,0,1,2,1,1,0,1094.0,False
NA1_5221230499,1,5.2,4.6,5.8,5.6,1,0,0,2,1,1,1040.0,False
NA1_5221230499,2,5.6,3.8,6.4,6.2,0,0,1,1,2,1,1040.0,True
NA1_5221230600,1,6.6,3.0,4.4,6.0,2,1,1,1,0,0,1420.0,True
NA1_5221230600,2,3.6,3.4,6.8,7.0,1,1,2,1,0,0,1420.0,False
NA1_5221231010,1,5.2,3.2,3.0,3.8,1,0,0,1,2,1,1291.0,True
NA1_5221231010,2,4.6,5.6,5.4,4.8,0,1,1,1,0,2,1291.0,False
NA1_5221231554,1,5.6,5.8,4.2,4.8,0,1,0,1,1,2,1269.0,False
NA1_5221231554,2,6.0,3.8,3.4,4.2,0,1,0,1,3,0,1269.0,True
NA1_5221231645,1,5.6,2.4,4.2,5.0,0,1,1,2,0,1,1508.0,True
NA1_5221231645,2,5.6,3.6,5.0,7.2,0,0,1,3,0,1,1508.0,False
NA1_5221231710,1,4.4,3.4,3.6,6.4,0,1,1,0,2,1,969.0,False
NA1_5221231710,2,5.0,4.4,6.6,3.4,0,1,2,1,1,0,969.0,True
NA1_5221231925,1,3.8,4.0,8.2,5.2,0,1,2,0,1,1,1586.0,False
NA1_5221231925,2,6.0,3.6,4.2,5.8,0,0,1,3,0,1,1586.0,True
NA1_5221232504,1,4.2,6.2,5.4,5.6,0,3,1,0,0,1,810.0,True
NA1_5221232504,2,6.4,3.8,4.4,5.6,0,2,1,2,0,0,810.0,False
NA1_5221232570,1,4.0,3.6,6.6,6.6,1,1,2,0,1,0,1012.0,False
NA1_5221232570,2,4.2,2.6,5.4,5.6,1,0,1,3,0,0,1012.0,True
NA1_5221232682,1,4.2,4.2,4.8,3.6,0,2,0,0,1,2,982.0,True
NA1_5221232682,2,6.6,4.2,3.8,6.0,1,0,1,2,0,1,982.0,False
NA1_5221232770,1,4.0,4.0,6.2,5.8,0,1,3,1,0,0,1005.0,True
NA1_5221232770,2,4.4,3.6,7.0,6.0,1,0,2,1,0,1,1005.0,False
NA1_5221233001,1,6.0,3.4,6.6,5.6,0,0,1,3,0,1,1368.0,True
NA1_5221233001,2,5.4,5.4,4.6,4.8,0,2,1,1,0,1,1368.0,False
